,shift_start_time,year,month,day,hour,patient_intake_count,shift_type_Evening,shift_type_Morning,shift_type_Night
97,2008-01-17 04:00:00+00:00,2008,1,17,4,2,False,False,True
98,2008-01-17 08:00:00+00:00,2008,1,17,8,0,False,True,False
99,2008-01-17 12:00:00+00:00,2008,1,17,12,1,False,True,False
100,2008-01-17 16:00:00+00:00,2008,1,17,16,0,True,False,False
101,2008-01-17 20:00:00+00:00,2008,1,17,20,1,True,False,False
102,2008-01-18 00:00:00+00:00,2008,1,18,0,2,False,False,True
103,2008-01-18 04:00:00+00:00,2008,1,18,4,1,False,False,True
104,2008-01-18 08:00:00+00:00,2008,1,18,8,0,False,True,False
105,2008-01-18 12:00:00+00:00,2008,1,18,12,0,False,True,False
106,2008-01-18 16:00:00+00:00,2008,1,18,16,0,True,False,False
107,2008-01-18 20:00:00+00:00,2008,1,18,20,1,True,False,False
108,2008-01-19 00:00:00+00:00,2008,1,19,0,0,False,False,True
109,2008-01-19 04:00:00+00:00,2008,1,19,4,1,False,False,True
110,2008-01-19 08:00:00+00:00,2008,1,19,8,1,False,True,False
111,2008-01-19 12:00:00+00:00,2008,1,19,12,4,False,True,False
112,2008-01-19 16:00:00+00:00,2008,1,19,16,0,True,False,False
113,2008-01-19 20:00:00+00:00,2008,1,19,20,3,True,False,False
114,2008-01-20 00:00:00+00:00,2008,1,20,0,4,False,False,True
115,2008-01-20 04:00:00+00:00,2008,1,20,4,1,False,False,True
116,2008-01-20 08:00:00+00:00,2008,1,20,8,2,False,True,False
117,2008-01-20 12:00:00+00:00,2008,1,20,12,2,False,True,False
118,2008-01-20 16:00:00+00:00,2008,1,20,16,0,True,False,False
119,2008-01-20 20:00:00+00:00,2008,1,20,20,0,True,False,False
120,2008-01-21 00:00:00+00:00,2008,1,21,0,1,False,False,True
121,2008-01-21 04:00:00+00:00,2008,1,21,4,0,False,False,True
122,2008-01-21 08:00:00+00:00,2008,1,21,8,0,False,True,False
123,2008-01-21 12:00:00+00:00,2008,1,21,12,3,False,True,False
124,2008-01-21 16:00:00+00:00,2008,1,21,16,2,True,False,False
125,2008-01-21 20:00:00+00:00,2008,1,21,20,0,True,False,False
126,2008-01-22 00:00:00+00:00,2008,1,22,0,2,False,False,True
127,2008-01-22 04:00:00+00:00,2008,1,22,4,2,False,False,True
128,2008-01-22 08:00:00+00:00,2008,1,22,8,1,False,True,False
129,2008-01-22 12:00:00+00:00,2008,1,22,12,1,False,True,False
130,2008-01-22 16:00:00+00:00,2008,1,22,16,1,True,False,False
131,2008-01-22 20:00:00+00:00,2008,1,22,20,0,True,False,False
132,2008-01-23 00:00:00+00:00,2008,1,23,0,1,False,False,True
133,2008-01-23 04:00:00+00:00,2008,1,23,4,1,False,False,True
134,2008-01-23 08:00:00+00:00,2008,1,23,8,2,False,True,False
135,2008-01-23 12:00:00+00:00,2008,1,23,12,3,False,True,False
136,2008-01-23 16:00:00+00:00,2008,1,23,16,0,True,False,False
137,2008-01-23 20:00:00+00:00,2008,1,23,20,0,True,False,False
138,2008-01-24 00:00:00+00:00,2008,1,24,0,1,False,False,True
139,2008-01-24 04:00:00+00:00,2008,1,24,4,1,False,False,True
140,2008-01-24 08:00:00+00:00,2008,1,24,8,0,False,True,False
141,2008-01-24 12:00:00+00:00,2008,1,24,12,3,False,True,False
142,2008-01-24 16:00:00+00:00,2008,1,24,16,0,True,False,False
143,2008-01-24 20:00:00+00:00,2008,1,24,20,1,True,False,False
144,2008-01-25 00:00:00+00:00,2008,1,25,0,0,False,False,True
145,2008-01-25 04:00:00+00:00,2008,1,25,4,1,False,False,True
146,2008-01-25 08:00:00+00:00,2008,1,25,8,1,False,True,False
147,2008-01-25 12:00:00+00:00,2008,1,25,12,1,False,True,False
148,2008-01-25 16:00:00+00:00,2008,1,25,16,3,True,False,False
149,2008-01-25 20:00:00+00:00,2008,1,25,20,2,True,False,False
150,2008-01-26 00:00:00+00:00,2008,1,26,0,1,False,False,True
151,2008-01-26 04:00:00+00:00,2008,1,26,4,0,False,False,True
152,2008-01-26 08:00:00+00:00,2008,1,26,8,1,False,True,False
153,2008-01-26 12:00:00+00:00,2008,1,26,12,1,False,True,False
154,2008-01-26 16:00:00+00:00,2008,1,26,16,1,True,False,False
155,2008-01-26 20:00:00+00:00,2008,1,26,20,1,True,False,False
156,2008-01-27 00:00:00+00:00,2008,1,27,0,1,False,False,True
157,2008-01-27 04:00:00+00:00,2008,1,27,4,0,False,False,True
158,2008-01-27 08:00:00+00:00,2008,1,27,8,1,False,True,False
159,2008-01-27 12:00:00+00:00,2008,1,27,12,0,False,True,False
160,2008-01-27 16:00:00+00:00,2008,1,27,16,0,True,False,False
161,2008-01-27 20:00:00+00:00,2008,1,27,20,0,True,False,False
162,2008-01-28 00:00:00+00:00,2008,1,28,0,1,False,False,True
163,2008-01-28 04:00:00+00:00,2008,1,28,4,3,False,False,True
164,2008-01-28 08:00:00+00:00,2008,1,28,8,1,False,True,False
165,2008-01-28 12:00:00+00:00,2008,1,28,12,0,False,True,False
166,2008-01-28 16:00:00+00:00,2008,1,28,16,1,True,False,False
167,2008-01-28 20:00:00+00:00,2008,1,28,20,3,True,False,False
168,2008-01-29 00:00:00+00:00,2008,1,29,0,1,False,False,True
169,2008-01-29 04:00:00+00:00,2008,1,29,4,1,False,False,True
170,2008-01-29 08:00:00+00:00,2008,1,29,8,2,False,True,False
171,2008-01-29 12:00:00+00:00,2008,1,29,12,1,False,True,False
172,2008-01-29 16:00:00+00:00,2008,1,29,16,0,True,False,False
173,2008-01-29 20:00:00+00:00,2008,1,29,20,0,True,False,False
174,2008-01-30 00:00:00+00:00,2008,1,30,0,1,False,False,True
175,2008-01-30 04:00:00+00:00,2008,1,30,4,1,False,False,True
176,2008-01-30 08:00:00+00:00,2008,1,30,8,2,False,True,False
177,2008-01-30 12:00:00+00:00,2008,1,30,12,1,False,True,False
178,2008-01-30 16:00:00+00:00,2008,1,30,16,4,True,False,False
179,2008-01-30 20:00:00+00:00,2008,1,30,20,0,True,False,False
180,2008-01-31 00:00:00+00:00,2008,1,31,0,1,False,False,True
181,2008-01-31 04:00:00+00:00,2008,1,31,4,2,False,False,True
182,2008-01-31 08:00:00+00:00,2008,1,31,8,2,False,True,False
183,2008-01-31 12:00:00+00:00,2008,1,31,12,1,False,True,False
184,2008-01-31 16:00:00+00:00,2008,1,31,16,2,True,False,False
185,2008-01-31 20:00:00+00:00,2008,1,31,20,2,True,False,False
186,2008-02-01 00:00:00+00:00,2008,2,1,0,0,False,False,True
187,2008-02-01 04:00:00+00:00,2008,2,1,4,0,False,False,True
188,2008-02-01 08:00:00+00:00,2008,2,1,8,2,False,True,False
189,2008-02-01 12:00:00+00:00,2008,2,1,12,1,False,True,False
190,2008-02-01 16:00:00+00:00,2008,2,1,16,1,True,False,False
191,2008-02-01 20:00:00+00:00,2008,2,1,20,2,True,False,False
192,2008-02-02 00:00:00+00:00,2008,2,2,0,1,False,False,True
193,2008-02-02 04:00:00+00:00,2008,2,2,4,3,False,False,True
194,2008-02-02 08:00:00+00:00,2008,2,2,8,0,False,True,False
195,2008-02-02 12:00:00+00:00,2008,2,2,12,0,False,True,False
196,2008-02-02 16:00:00+00:00,2008,2,2,16,1,True,False,False
197,2008-02-02 20:00:00+00:00,2008,2,2,20,1,True,False,False
198,2008-02-03 00:00:00+00:00,2008,2,3,0,1,False,False,True
199,2008-02-03 04:00:00+00:00,2008,2,3,4,1,False,False,True
200,2008-02-03 08:00:00+00:00,2008,2,3,8,0,False,True,False
201,2008-02-03 12:00:00+00:00,2008,2,3,12,1,False,True,False
202,2008-02-03 16:00:00+00:00,2008,2,3,16,2,True,False,False
203,2008-02-03 20:00:00+00:00,2008,2,3,20,3,True,False,False
204,2008-02-04 00:00:00+00:00,2008,2,4,0,0,False,False,True
205,2008-02-04 04:00:00+00:00,2008,2,4,4,0,False,False,True
206,2008-02-04 08:00:00+00:00,2008,2,4,8,1,False,True,False
207,2008-02-04 12:00:00+00:00,2008,2,4,12,0,False,True,False
208,2008-02-04 16:00:00+00:00,2008,2,4,16,2,True,False,False
209,2008-02-04 20:00:00+00:00,2008,2,4,20,3,True,False,False
210,2008-02-05 00:00:00+00:00,2008,2,5,0,1,False,False,True
211,2008-02-05 04:00:00+00:00,2008,2,5,4,1,False,False,True
212,2008-02-05 08:00:00+00:00,2008,2,5,8,1,False,True,False
213,2008-02-05 12:00:00+00:00,2008,2,5,12,0,False,True,False
214,2008-02-05 16:00:00+00:00,2008,2,5,16,2,True,False,False
215,2008-02-05 20:00:00+00:00,2008,2,5,20,1,True,False,False
216,2008-02-06 00:00:00+00:00,2008,2,6,0,0,False,False,True
217,2008-02-06 04:00:00+00:00,2008,2,6,4,0,False,False,True
218,2008-02-06 08:00:00+00:00,2008,2,6,8,0,False,True,False
219,2008-02-06 12:00:00+00:00,2008,2,6,12,2,False,True,False
220,2008-02-06 16:00:00+00:00,2008,2,6,16,0,True,False,False
221,2008-02-06 20:00:00+00:00,2008,2,6,20,0,True,False,False
222,2008-02-07 00:00:00+00:00,2008,2,7,0,0,False,False,True
223,2008-02-07 04:00:00+00:00,2008,2,7,4,0,False,False,True
224,2008-02-07 08:00:00+00:00,2008,2,7,8,0,False,True,False
225,2008-02-07 12:00:00+00:00,2008,2,7,12,0,False,True,False
226,2008-02-07 16:00:00+00:00,2008,2,7,16,0,True,False,False
227,2008-02-07 20:00:00+00:00,2008,2,7,20,1,True,False,False
228,2008-02-08 00:00:00+00:00,2008,2,8,0,1,False,False,True
229,2008-02-08 04:00:00+00:00,2008,2,8,4,2,False,False,True
230,2008-02-08 08:00:00+00:00,2008,2,8,8,1,False,True,False
231,2008-02-08 12:00:00+00:00,2008,2,8,12,0,False,True,False
232,2008-02-08 16:00:00+00:00,2008,2,8,16,4,True,False,False
233,2008-02-08 20:00:00+00:00,2008,2,8,20,2,True,False,False
234,2008-02-09 00:00:00+00:00,2008,2,9,0,1,False,False,True
235,2008-02-09 04:00:00+00:00,2008,2,9,4,0,False,False,True
236,2008-02-09 08:00:00+00:00,2008,2,9,8,1,False,True,False
237,2008-02-09 12:00:00+00:00,2008,2,9,12,1,False,True,False
238,2008-02-09 16:00:00+00:00,2008,2,9,16,0,True,False,False
239,2008-02-09 20:00:00+00:00,2008,2,9,20,2,True,False,False
240,2008-02-10 00:00:00+00:00,2008,2,10,0,0,False,False,True
241,2008-02-10 04:00:00+00:00,2008,2,10,4,0,False,False,True
242,2008-02-10 08:00:00+00:00,2008,2,10,8,0,False,True,False
243,2008-02-10 12:00:00+00:00,2008,2,10,12,0,False,True,False
244,2008-02-10 16:00:00+00:00,2008,2,10,16,1,True,False,False
245,2008-02-10 20:00:00+00:00,2008,2,10,20,0,True,False,False
246,2008-02-11 00:00:00+00:00,2008,2,11,0,1,False,False,True
247,2008-02-11 04:00:00+00:00,2008,2,11,4,1,False,False,True
248,2008-02-11 08:00:00+00:00,2008,2,11,8,0,False,True,False
249,2008-02-11 12:00:00+00:00,2008,2,11,12,1,False,True,False
250,2008-02-11 16:00:00+00:00,2008,2,11,16,1,True,False,False
251,2008-02-11 20:00:00+00:00,2008,2,11,20,1,True,False,False
252,2008-02-12 00:00:00+00:00,2008,2,12,0,2,False,False,True
253,2008-02-12 04:00:00+00:00,2008,2,12,4,0,False,False,True
254,2008-02-12 08:00:00+00:00,2008,2,12,8,1,False,True,False
255,2008-02-12 12:00:00+00:00,2008,2,12,12,2,False,True,False
256,2008-02-12 16:00:00+00:00,2008,2,12,16,4,True,False,False
257,2008-02-12 20:00:00+00:00,2008,2,12,20,1,True,False,False
258,2008-02-13 00:00:00+00:00,2008,2,13,0,1,False,False,True
259,2008-02-13 04:00:00+00:00,2008,2,13,4,0,False,False,True
260,2008-02-13 08:00:00+00:00,2008,2,13,8,1,False,True,False
261,2008-02-13 12:00:00+00:00,2008,2,13,12,2,False,True,False
262,2008-02-13 16:00:00+00:00,2008,2,13,16,1,True,False,False
263,2008-02-13 20:00:00+00:00,2008,2,13,20,2,True,False,False
264,2008-02-14 00:00:00+00:00,2008,2,14,0,2,False,False,True
265,2008-02-14 04:00:00+00:00,2008,2,14,4,1,False,False,True
266,2008-02-14 08:00:00+00:00,2008,2,14,8,1,False,True,False
267,2008-02-14 12:00:00+00:00,2008,2,14,12,0,False,True,False
268,2008-02-14 16:00:00+00:00,2008,2,14,16,4,True,False,False
269,2008-02-14 20:00:00+00:00,2008,2,14,20,2,True,False,False
270,2008-02-15 00:00:00+00:00,2008,2,15,0,1,False,False,True
271,2008-02-15 04:00:00+00:00,2008,2,15,4,1,False,False,True
272,2008-02-15 08:00:00+00:00,2008,2,15,8,0,False,True,False
273,2008-02-15 12:00:00+00:00,2008,2,15,12,1,False,True,False
274,2008-02-15 16:00:00+00:00,2008,2,15,16,1,True,False,False
275,2008-02-15 20:00:00+00:00,2008,2,15,20,3,True,False,False
276,2008-02-16 00:00:00+00:00,2008,2,16,0,0,False,False,True
277,2008-02-16 04:00:00+00:00,2008,2,16,4,1,False,False,True
278,2008-02-16 08:00:00+00:00,2008,2,16,8,0,False,True,False
279,2008-02-16 12:00:00+00:00,2008,2,16,12,1,False,True,False
280,2008-02-16 16:00:00+00:00,2008,2,16,16,5,True,False,False
281,2008-02-16 20:00:00+00:00,2008,2,16,20,2,True,False,False
282,2008-02-17 00:00:00+00:00,2008,2,17,0,1,False,False,True
283,2008-02-17 04:00:00+00:00,2008,2,17,4,1,False,False,True
284,2008-02-17 08:00:00+00:00,2008,2,17,8,0,False,True,False
285,2008-02-17 12:00:00+00:00,2008,2,17,12,1,False,True,False
286,2008-02-17 16:00:00+00:00,2008,2,17,16,1,True,False,False
287,2008-02-17 20:00:00+00:00,2008,2,17,20,2,True,False,False
288,2008-02-18 00:00:00+00:00,2008,2,18,0,0,False,False,True
289,2008-02-18 04:00:00+00:00,2008,2,18,4,0,False,False,True
290,2008-02-18 08:00:00+00:00,2008,2,18,8,1,False,True,False
291,2008-02-18 12:00:00+00:00,2008,2,18,12,2,False,True,False
292,2008-02-18 16:00:00+00:00,2008,2,18,16,3,True,False,False
293,2008-02-18 20:00:00+00:00,2008,2,18,20,1,True,False,False
294,2008-02-19 00:00:00+00:00,2008,2,19,0,2,False,False,True
295,2008-02-19 04:00:00+00:00,2008,2,19,4,0,False,False,True
296,2008-02-19 08:00:00+00:00,2008,2,19,8,2,False,True,False
297,2008-02-19 12:00:00+00:00,2008,2,19,12,1,False,True,False
298,2008-02-19 16:00:00+00:00,2008,2,19,16,2,True,False,False
299,2008-02-19 20:00:00+00:00,2008,2,19,20,4,True,False,False
300,2008-02-20 00:00:00+00:00,2008,2,20,0,1,False,False,True
301,2008-02-20 04:00:00+00:00,2008,2,20,4,0,False,False,True
302,2008-02-20 08:00:00+00:00,2008,2,20,8,2,False,True,False
303,2008-02-20 12:00:00+00:00,2008,2,20,12,2,False,True,False
304,2008-02-20 16:00:00+00:00,2008,2,20,16,3,True,False,False
305,2008-02-20 20:00:00+00:00,2008,2,20,20,0,True,False,False
306,2008-02-21 00:00:00+00:00,2008,2,21,0,3,False,False,True
307,2008-02-21 04:00:00+00:00,2008,2,21,4,0,False,False,True
308,2008-02-21 08:00:00+00:00,2008,2,21,8,3,False,True,False
309,2008-02-21 12:00:00+00:00,2008,2,21,12,2,False,True,False
310,2008-02-21 16:00:00+00:00,2008,2,21,16,1,True,False,False
311,2008-02-21 20:00:00+00:00,2008,2,21,20,1,True,False,False
312,2008-02-22 00:00:00+00:00,2008,2,22,0,2,False,False,True
313,2008-02-22 04:00:00+00:00,2008,2,22,4,0,False,False,True
314,2008-02-22 08:00:00+00:00,2008,2,22,8,1,False,True,False
315,2008-02-22 12:00:00+00:00,2008,2,22,12,2,False,True,False
316,2008-02-22 16:00:00+00:00,2008,2,22,16,2,True,False,False
317,2008-02-22 20:00:00+00:00,2008,2,22,20,3,True,False,False
318,2008-02-23 00:00:00+00:00,2008,2,23,0,1,False,False,True
319,2008-02-23 04:00:00+00:00,2008,2,23,4,2,False,False,True
320,2008-02-23 08:00:00+00:00,2008,2,23,8,1,False,True,False
321,2008-02-23 12:00:00+00:00,2008,2,23,12,1,False,True,False
322,2008-02-23 16:00:00+00:00,2008,2,23,16,0,True,False,False
323,2008-02-23 20:00:00+00:00,2008,2,23,20,1,True,False,False
324,2008-02-24 00:00:00+00:00,2008,2,24,0,2,False,False,True
325,2008-02-24 04:00:00+00:00,2008,2,24,4,1,False,False,True
326,2008-02-24 08:00:00+00:00,2008,2,24,8,2,False,True,False
327,2008-02-24 12:00:00+00:00,2008,2,24,12,2,False,True,False
328,2008-02-24 16:00:00+00:00,2008,2,24,16,1,True,False,False
329,2008-02-24 20:00:00+00:00,2008,2,24,20,2,True,False,False
330,2008-02-25 00:00:00+00:00,2008,2,25,0,3,False,False,True
331,2008-02-25 04:00:00+00:00,2008,2,25,4,0,False,False,True
332,2008-02-25 08:00:00+00:00,2008,2,25,8,0,False,True,False
333,2008-02-25 12:00:00+00:00,2008,2,25,12,1,False,True,False
334,2008-02-25 16:00:00+00:00,2008,2,25,16,0,True,False,False
335,2008-02-25 20:00:00+00:00,2008,2,25,20,2,True,False,False
336,2008-02-26 00:00:00+00:00,2008,2,26,0,0,False,False,True
337,2008-02-26 04:00:00+00:00,2008,2,26,4,0,False,False,True
338,2008-02-26 08:00:00+00:00,2008,2,26,8,0,False,True,False
339,2008-02-26 12:00:00+00:00,2008,2,26,12,2,False,True,False
340,2008-02-26 16:00:00+00:00,2008,2,26,16,1,True,False,False
341,2008-02-26 20:00:00+00:00,2008,2,26,20,1,True,False,False
342,2008-02-27 00:00:00+00:00,2008,2,27,0,0,False,False,True
343,2008-02-27 04:00:00+00:00,2008,2,27,4,2,False,False,True
344,2008-02-27 08:00:00+00:00,2008,2,27,8,0,False,True,False
345,2008-02-27 12:00:00+00:00,2008,2,27,12,1,False,True,False
346,2008-02-27 16:00:00+00:00,2008,2,27,16,1,True,False,False
347,2008-02-27 20:00:00+00:00,2008,2,27,20,2,True,False,False
348,2008-02-28 00:00:00+00:00,2008,2,28,0,0,False,False,True
349,2008-02-28 04:00:00+00:00,2008,2,28,4,1,False,False,True
350,2008-02-28 08:00:00+00:00,2008,2,28,8,1,False,True,False
351,2008-02-28 12:00:00+00:00,2008,2,28,12,0,False,True,False
352,2008-02-28 16:00:00+00:00,2008,2,28,16,2,True,False,False
353,2008-02-28 20:00:00+00:00,2008,2,28,20,0,True,False,False
354,2008-02-29 00:00:00+00:00,2008,2,29,0,0,False,False,True
355,2008-02-29 04:00:00+00:00,2008,2,29,4,0,False,False,True
356,2008-02-29 08:00:00+00:00,2008,2,29,8,1,False,True,False
357,2008-02-29 12:00:00+00:00,2008,2,29,12,0,False,True,False
358,2008-02-29 16:00:00+00:00,2008,2,29,16,1,True,False,False
359,2008-02-29 20:00:00+00:00,2008,2,29,20,0,True,False,False
360,2008-03-01 00:00:00+00:00,2008,3,1,0,0,False,False,True
361,2008-03-01 04:00:00+00:00,2008,3,1,4,0,False,False,True
362,2008-03-01 08:00:00+00:00,2008,3,1,8,1,False,True,False
363,2008-03-01 12:00:00+00:00,2008,3,1,12,1,False,True,False
364,2008-03-01 16:00:00+00:00,2008,3,1,16,1,True,False,False
365,2008-03-01 20:00:00+00:00,2008,3,1,20,2,True,False,False
366,2008-03-02 00:00:00+00:00,2008,3,2,0,1,False,False,True
367,2008-03-02 04:00:00+00:00,2008,3,2,4,1,False,False,True
368,2008-03-02 08:00:00+00:00,2008,3,2,8,1,False,True,False
369,2008-03-02 12:00:00+00:00,2008,3,2,12,1,False,True,False
370,2008-03-02 16:00:00+00:00,2008,3,2,16,1,True,False,False
371,2008-03-02 20:00:00+00:00,2008,3,2,20,2,True,False,False
372,2008-03-03 00:00:00+00:00,2008,3,3,0,1,False,False,True
373,2008-03-03 04:00:00+00:00,2008,3,3,4,0,False,False,True
374,2008-03-03 08:00:00+00:00,2008,3,3,8,1,False,True,False
375,2008-03-03 12:00:00+00:00,2008,3,3,12,1,False,True,False
376,2008-03-03 16:00:00+00:00,2008,3,3,16,1,True,False,False
377,2008-03-03 20:00:00+00:00,2008,3,3,20,2,True,False,False
378,2008-03-04 00:00:00+00:00,2008,3,4,0,0,False,False,True
379,2008-03-04 04:00:00+00:00,2008,3,4,4,1,False,False,True
380,2008-03-04 08:00:00+00:00,2008,3,4,8,3,False,True,False
381,2008-03-04 12:00:00+00:00,2008,3,4,12,0,False,True,False
382,2008-03-04 16:00:00+00:00,2008,3,4,16,0,True,False,False
383,2008-03-04 20:00:00+00:00,2008,3,4,20,2,True,False,False
384,2008-03-05 00:00:00+00:00,2008,3,5,0,0,False,False,True
385,2008-03-05 04:00:00+00:00,2008,3,5,4,2,False,False,True
